type,country,state,activity,sex,age,fatal,time,species,year,month
Unprovoked,new caledonia,nan,SUP/foiling,m,53.0,Y,,,2021,4
Unprovoked,usa,hawaii,swimming,f,57.0,N,morning,tiger,2021,4
Unprovoked,australia,western australia,,m,,N,afternoon,,2021,4
Unprovoked,south africa,kwazulu-natal,dive fishing,m,38.0,N,afternoon,,2021,4
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,38.0,Y,morning,great white,2021,4
Unprovoked,usa,florida,swimming,m,36.0,N,,,2021,4
Unprovoked,usa,florida,,m,,N,afternoon,,2021,3
Unprovoked,australia,western australia,dive fishing,m,27.0,N,afternoon,bull,2021,3
Unprovoked,french polynesia,marquesas,swimming,m,10.0,N,,,2021,3
Unprovoked,usa,florida,,f,16.0,N,morning,,2021,3
Unprovoked,usa,florida,swimming,m,7.0,N,,,2021,3
Unprovoked,usa,florida,surfing/bodyboarding,m,9.0,N,afternoon,,2021,3
Unprovoked,australia,western australia,SUP/foiling,m,75.0,N,afternoon,blacktip,2021,3
Unprovoked,usa,florida,wading,m,20.0,N,afternoon,blacktip,2021,3
Unprovoked,new caledonia,loyalty islands,dive fishing,m,16.0,N,afternoon,tiger,2021,3
Unprovoked,new caledonia,nan,swimming,m,57.0,Y,morning,tiger,2021,2
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,afternoon,,2021,2
Unprovoked,australia,western australia,swimming,f,46.0,N,morning,,2021,1
Unprovoked,new zealand,north island,swimming,m,61.0,N,evening,,2021,1
Unprovoked,australia,new south wales,swimming,m,58.0,N,evening,,2021,1
Unprovoked,usa,hawaii,swimming,m,73.0,N,morning,,2021,1
Unprovoked,australia,south australia,swimming,m,32.0,Y,evening,great white,2021,1
Unprovoked,australia,western australia,swimming,,57.0,N,morning,bull,2021,1
Unprovoked,brazil,pernambuco,surfing/bodyboarding,m,52.0,N,,,2021,1
Unprovoked,australia,western australia,swimming,m,54.0,N,morning,bull,2021,1
Unprovoked,australia,victoria,swimming,m,7.0,N,evening,,2021,1
Unprovoked,st kitts,the narrows,small watercraft,f,26.0,N,morning,,2021,1
Unprovoked,new zealand,north island,swimming,f,19.0,Y,evening,,2021,1
Unprovoked,usa,florida,surfing/bodyboarding,m,19.0,N,morning,,2021,1
Unprovoked,usa,florida,surfing/bodyboarding,m,17.0,N,morning,,2021,1
Unprovoked,usa,hawaii,swimming,f,68.0,N,morning,,2021,1
Unprovoked,usa,california,swimming,m,,N,afternoon,great white,2020,12
Unprovoked,maldives,raa atoll,adrift,m,40.0,N,morning,,2020,12
Unprovoked,st martin,nan,swimming,f,39.0,Y,afternoon,tiger,2020,12
Unprovoked,australia,western australia,surfing/bodyboarding,m,,N,morning,,2020,12
Unprovoked,usa,hawaii,surfing/bodyboarding,m,56.0,Y,morning,tiger,2020,12
Unprovoked,usa,oregon,surfing/bodyboarding,m,20.0,N,afternoon,,2020,12
Unprovoked,australia,south australia,surfing/bodyboarding,m,29.0,N,afternoon,great white,2020,12
Unprovoked,egypt,south sinai,diving,f,42.0,N,,whitetip,2020,12
Unprovoked,usa,hawaii,swimming,f,35.0,N,afternoon,,2020,11
Unprovoked,new caledonia,south province,swimming,f,,N,,tiger,2020,11
Unprovoked,australia,western australia,surfing/bodyboarding,m,59.0,Y,morning,bull,2020,11
Unprovoked,australia,new south wales,surfing/bodyboarding,m,13.0,N,morning,,2020,11
Unprovoked,usa,florida,swimming,m,17.0,N,afternoon,blacktip,2020,10
Unprovoked,bahamas,grand bahama island,dive fishing,m,,N,,reef,2020,10
Unprovoked,usa,"franklin county, florida",surfing/bodyboarding,m,,N,afternoon,,2020,10
Unprovoked,egypt,south sinai,swimming,,,N,,,2020,10
Unprovoked,australia,queensland,dive fishing,m,59.0,N,afternoon,,2020,10
Unprovoked,australia,western australia,surfing/bodyboarding,m,52.0,Y,morning,,2020,10
Unprovoked,usa,florida,surfing/bodyboarding,m,31.0,N,afternoon,blacktip,2020,10
Unprovoked,australia,western australia,surfing/bodyboarding,m,17.0,N,morning,bronze whaler,2020,10
Unprovoked,usa,florida,swimming,m,30.0,N,morning,bull,2020,9
Unprovoked,australia,new south wales,SUP/foiling,m,,N,afternoon,great white,2020,9
Unprovoked,usa,florida,surfing/bodyboarding,m,15.0,N,morning,,2020,9
Unprovoked,usa,florida,surfing/bodyboarding,m,25.0,N,morning,,2020,9
Unprovoked,australia,queensland,surfing/bodyboarding,m,46.0,Y,evening,great white,2020,9
Unprovoked,usa,hawaii,swimming,f,70.0,N,afternoon,,2020,9
Unprovoked,usa,florida,,m,,N,,nurse,2020,9
Unprovoked,usa,south carolina,surfing/bodyboarding,m,12.0,N,morning,,2020,8
Unprovoked,usa,california,small watercraft,m,,N,afternoon,great white,2020,8
Unprovoked,usa,florida,wading,m,23.0,N,afternoon,,2020,8
Unprovoked,usa,florida,surfing/bodyboarding,m,14.0,N,morning,,2020,8
Unprovoked,usa,florida,surfing/bodyboarding,f,50.0,N,morning,,2020,8
Unprovoked,australia,new south wales,surfing/bodyboarding,f,35.0,N,morning,great white,2020,8
Unprovoked,usa,virgin islands,swimming,f,,N,afternoon,nurse,2020,8
Unprovoked,usa,north carolina,surfing/bodyboarding,m,54.0,N,afternoon,,2020,8
Unprovoked,usa,florida,surfing/bodyboarding,f,22.0,N,evening,,2020,7
Unprovoked,usa,alabama,swimming,m,14.0,N,afternoon,spinner,2020,7
Unprovoked,australia,western australia,surfing/bodyboarding,m,28.0,N,afternoon,great white,2020,7
Unprovoked,usa,florida,diving,m,38.0,N,,lemon,2020,7
Unprovoked,french polynesia,tuamotu islands,swimming,m,4.0,N,evening,reef,2020,7
Unprovoked,usa,maine,swimming,f,63.0,Y,afternoon,great white,2020,7
Unprovoked,usa,bahamas,dive fishing,m,23.0,N,afternoon,reef,2020,7
Unprovoked,usa,florida,wading,m,11.0,N,,,2020,7
Unprovoked,usa,north carolina,swimming,m,,N,evening,bull,2020,7
Unprovoked,usa,florida,wading,f,12.0,N,afternoon,,2020,7
Unprovoked,australia,tasmania,fishing,m,10.0,N,afternoon,great white,2020,7
Unprovoked,usa,florida,wading,f,14.0,N,,bull,2020,7
Unprovoked,australia,queensland,swimming,f,29.0,N,morning,,2020,7
Unprovoked,australia,new south wales,surfing/bodyboarding,m,15.0,Y,afternoon,great white,2020,7
Unprovoked,usa,florida,surfing/bodyboarding,f,15.0,N,morning,,202,7
Unprovoked,australia,queensland,dive fishing,m,36.0,Y,afternoon,,2020,7
Unprovoked,usa,florida,swimming,m,7.0,N,,bull,2020,6
Unprovoked,usa,north carolina,surfing/bodyboarding,m,16.0,N,afternoon,,2020,6
Unprovoked,bahamas,exumas,,,,N,,,2020,6
Unprovoked,south africa,kwazulu-natal,small watercraft,f,,N,afternoon,,2020,6
Unprovoked,new caledonia,south province,surfing/bodyboarding,m,30.0,Y,afternoon,tiger,2020,6
Unprovoked,australia,new south wales,surfing/bodyboarding,m,60.0,Y,morning,great white,2020,6
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,morning,tiger,2020,6
Unprovoked,bahamas,abaco islands,dive fishing,m,,N,,bull,2020,5
Unprovoked,australia,queensland,dive fishing,m,18.0,N,,bull,2020,5
Unprovoked,thailand,"muang district of satun province,",swimming,m,12.0,N,,bull,2020,5
Unprovoked,spain,canary islands,swimming,m,9.0,N,,,2020,5
Unprovoked,french polynesia,tahiti,swimming,,,N,,blacktip,2020,5
Unprovoked,usa,california,surfing/bodyboarding,m,26.0,Y,afternoon,great white,2020,5
Unprovoked,australia,victoria,surfing/bodyboarding,m,,N,afternoon,,2020,5
Unprovoked,usa,california,swimming,f,57.0,N,afternoon,,2020,5
Unprovoked,australia,new south wales,swimming,f,,N,morning,,2020,4
Unprovoked,usa,florida,surfing/bodyboarding,f,,N,morning,bull,2020,4
Unprovoked,australia,queensland,swimming,m,23.0,Y,evening,,2020,4
Unprovoked,australia,new south wales,surfing/bodyboarding,m,38.0,N,morning,,2020,4
Unprovoked,usa,california,SUP/foiling,m,,N,evening,,2020,3
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,afternoon,,2020,3
Unprovoked,usa,florida,surfing/bodyboarding,m,,N,morning,,2020,3
Unprovoked,australia,queensland,,f,,N,afternoon,,2020,3
Unprovoked,fiji,vanua levu,dive fishing,m,26.0,N,morning,,2020,3
Unprovoked,new zealand,north island,surfing/bodyboarding,m,60.0,N,morning,great white,2020,2
Unprovoked,usa,maui,SUP/foiling,m,,N,morning,tiger,2020,2
Unprovoked,french polynesia,marquesas,small watercraft,m,,N,morning,,2010,2
Unprovoked,australia,new south wales,surfing/bodyboarding,m,59.0,N,morning,,2020,1
Unprovoked,new zealand,southland,surfing/bodyboarding,f,13.0,N,evening,sevengill,2020,1
Unprovoked,usa,north carolina,surfing/bodyboarding,m,26.0,N,afternoon,,2020,1
Unprovoked,thailand,phang nga province,swimming,m,75.0,N,morning,,2020,1
Unprovoked,australia,queensland,swimming,f,7.0,N,evening,lemon,2020,1
Unprovoked,australia,western australia,diving,m,57.0,Y,afternoon,great white,2020,1
Unprovoked,new caledonia,nan,,m,12.0,N,afternoon,,2020,1
Unprovoked,australia,queensland,swimming,m,35.0,N,afternoon,bull,2019,12
Unprovoked,seychelles,praslin,swimming,f,45.0,N,evening,,2019,12
Unprovoked,papua new guinea,central province,dive fishing,m,33.0,Y,afternoon,,2019,12
Unprovoked,south africa,eastern cape province,small watercraft,m,,N,morning,,2019,12
Unprovoked,new zealand,southland,surfing/bodyboarding,f,17.0,N,evening,,2019,12
Unprovoked,usa,california,surfing/bodyboarding,m,37.0,N,afternoon,,2019,12
Unprovoked,australia,western australia,diving,m,57.0,N,morning,,2019,12
Unprovoked,cuba,holquin,swimming,m,22.0,Y,night,,2019,12
Unprovoked,usa,hawaii,SUP/foiling,m,57.0,N,morning,tiger,2019,12
Unprovoked,usa,florida,surfing/bodyboarding,m,9.0,N,,blacktip,2019,11
Unprovoked,australia,queensland,swimming,m,30.0,N,evening,,2019,11
Unprovoked,israel,nan,swimming,m,,N,,,2019,11
Unprovoked,usa,florida,surfing/bodyboarding,m,30.0,N,,blacktip,2019,11
Unprovoked,mexico,baja,swimming,m,23.0,N,,,2019,11
Unprovoked,usa,california,surfing/bodyboarding,f,,N,morning,great white,2019,11
Unprovoked,australia,queensland,swimming,m,,N,morning,tiger,2019,10
Unprovoked,usa,california,small watercraft,m,,N,morning,great white,2019,10
Unprovoked,australia,queensland,surfing/bodyboarding,m,17.0,N,evening,,2019,10
Unprovoked,usa,florida,surfing/bodyboarding,m,20.0,N,afternoon,,2019,10
Unprovoked,australia,new south wales,surfing/bodyboarding,m,29.0,N,afternoon,great white,2019,10
Unprovoked,usa,guam,surfing/bodyboarding,m,,N,,,2019,10
Unprovoked,usa,hawaii,surfing/bodyboarding,f,,N,morning,,2019,9
Unprovoked,usa,florida,swimming,m,,N,evening,,2019,9
Unprovoked,usa,florida,surfing/bodyboarding,m,13.0,N,afternoon,,2019,9
Unprovoked,usa,hawaii,swimming,,,N,morning,galapagos,2019,9
Unprovoked,usa,south carolina,,f,22.0,N,,,2019,9
Unprovoked,australia,western australia,dive fishing,m,,N,morning,great white,2019,9
Unprovoked,usa,cayman islands,dive fishing,m,70.0,N,,nurse,2019,8
Unprovoked,usa,florida,,m,65.0,N,afternoon,,2019,8
Unprovoked,usa,florida,wading,m,11.0,N,morning,,2019,8
Unprovoked,usa,hawaii,swimming,f,26.0,N,morning,,2019,8
Unprovoked,fiji,nan,dive fishing,m,32.0,N,afternoon,reef,2019,8
Unprovoked,usa,florida,wading,m,9.0,N,morning,,2019,8
Unprovoked,usa,hawaii,surfing/bodyboarding,m,16.0,N,evening,,2019,8
Unprovoked,usa,florida,wading,m,51.0,N,afternoon,,2019,8
Unprovoked,usa,florida,surfing/bodyboarding,f,21.0,N,afternoon,,2019,8
Unprovoked,usa,florida,surfing/bodyboarding,m,20.0,N,afternoon,,2019,8
Unprovoked,usa,florida,dive fishing,m,37.0,N,,,2019,8
Unprovoked,usa,hawaii,swimming,m,49.0,N,night,,2019,7
Unprovoked,usa,florida,surfing/bodyboarding,m,18.0,N,afternoon,,2019,7
Unprovoked,usa,florida,surfing/bodyboarding,m,49.0,N,afternoon,,2019,7
Unprovoked,usa,florida,surfing/bodyboarding,m,23.0,N,,spinner,2019,7
Unprovoked,usa,rhode island,surfing/bodyboarding,m,18.0,N,evening,tiger,2019,7
Unprovoked,new zealand,chatham islands,diving,m,45.0,N,morning,great white,2019,7
Unprovoked,usa,north carolina,surfing/bodyboarding,f,,N,afternoon,,2019,7
Unprovoked,usa,florida,surfing/bodyboarding,f,16.0,N,morning,,2019,7
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,,N,morning,great white,2019,7
Unprovoked,australia,queensland,SUP/foiling,m,43.0,N,morning,bull,2019,7
Unprovoked,bahamas,abaco islands,swimming,m,32.0,N,evening,,2019,7
Unprovoked,usa,florida,surfing/bodyboarding,m,18.0,N,afternoon,,2019,6
Unprovoked,bahamas,lucayan archipelago,swimming,f,21.0,Y,afternoon,,2019,6
Unprovoked,bahamas,abaco islands,dive fishing,m,,N,,,2019,6
Unprovoked,usa,north carolina,swimming,m,8.0,N,afternoon,,2019,6
Unprovoked,usa,georgia,swimming,m,64.0,N,morning,bull,2019,6
Unprovoked,usa,north carolina,surfing/bodyboarding,m,19.0,N,afternoon,,2019,6
Unprovoked,australia,tasmania,diving,m,,N,,,2019,6
Unprovoked,usa,north carolina,wading,f,17.0,N,afternoon,,2019,6
Unprovoked,new caledonia,bélep islands,fishing,m,43.0,Y,,,2019,5
Unprovoked,usa,hawaii,swimming,m,65.0,Y,morning,,2019,5
Unprovoked,new caledonia,noumea,swimming,m,10.0,N,afternoon,bull,2019,5
Unprovoked,usa,new jersey,surfing/bodyboarding,m,67.0,N,,,2019,5
Unprovoked,fiji,nan,diving,m,,N,,tiger,2019,5
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,morning,,2019,5
Unprovoked,australia,queensland,surfing/bodyboarding,m,53.0,N,afternoon,,2019,5
Unprovoked,reunion island,nan,surfing/bodyboarding,m,28.0,Y,afternoon,,2018,5
Unprovoked,usa,hawaii,swimming,f,34.0,N,morning,,2019,5
Unprovoked,usa,california,surfing/bodyboarding,f,28.0,N,,great white,2019,5
Unprovoked,usa,florida,fishing,m,,N,evening,,2019,5
Unprovoked,australia,new south wales,dive fishing,m,18.0,N,afternoon,nurse,2019,4
Unprovoked,usa,hawaii,small watercraft,f,65.0,N,morning,tiger,2019,4
Unprovoked,usa,florida,,m,25.0,N,evening,,2019,4
Unprovoked,usa,hawaii,swimming,m,23.0,N,night,,2019,4
Unprovoked,australia,queensland,swimming,m,25.0,N,afternoon,reef,2019,3
Unprovoked,usa,florida,surfing/bodyboarding,m,46.0,N,afternoon,,2019,3
Unprovoked,mexico,guerrero,swimming,m,32.0,N,evening,,2019,3
Unprovoked,usa,hawaii,swimming,m,58.0,N,night,,2019,3
Unprovoked,usa,florida,surfing/bodyboarding,m,11.0,N,afternoon,spinner,2019,3
Unprovoked,usa,oregon,surfing/bodyboarding,m,,N,morning,,2019,3
Unprovoked,usa,california,surfing/bodyboarding,m,,N,morning,,2018,2
Unprovoked,australia,new south wales,surfing/bodyboarding,m,41.0,N,morning,,2019,2
Unprovoked,brazil,fernando de noronha,surfing/bodyboarding,m,31.0,N,evening,lemon,2019,2
Unprovoked,australia,northern territory,dive fishing,m,25.0,N,,reef,2019,2
Unprovoked,usa,hawaii,surfing/bodyboarding,m,,N,afternoon,tiger,2019,2
Unprovoked,australia,new south wales,surfing/bodyboarding,m,50.0,N,morning,,2019,2
Unprovoked,usa,florida,dive fishing,m,50.0,N,morning,bull,2019,2
Unprovoked,reunion island,nan,fishing,m,41.0,Y,morning,,2019,1
Unprovoked,australia,western australia,swimming,f,15.0,N,morning,wobbegong,2019,1
Unprovoked,usa,california,surfing/bodyboarding,m,19.0,N,morning,great white,2019,1
Unprovoked,mexico,sonora,diving,m,35.0,Y,morning,tiger,2018,12
Unprovoked,new zealand,north island,dive fishing,m,24.0,N,morning,mako,2018,12
Unprovoked,new zealand,north island,dive fishing,m,50.0,N,morning,bronze whaler,2018,12
Unprovoked,australia,new south wales,surfing/bodyboarding,m,36.0,N,morning,,2018,12
Unprovoked,australia,new south wales,surfing/bodyboarding,m,25.0,N,evening,wobbegong,2018,11
Unprovoked,usa,florida,surfing/bodyboarding,m,48.0,N,evening,,2018,11
Unprovoked,australia,northern territory,dive fishing,m,17.0,N,morning,reef,2018,11
Unprovoked,australia,new south wales,surfing/bodyboarding,m,24.0,N,afternoon,,2018,11
Unprovoked,south africa,kwazulu-natal,fishing,m,41.0,N,morning,great white,2018,11
Unprovoked,australia,western australia,surfing/bodyboarding,m,20.0,N,morning,tiger,2018,11
Unprovoked,bahamas,exumas,swimming,m,8.0,N,afternoon,nurse,2018,11
Unprovoked,australia,new south wales,surfing/bodyboarding,m,42.0,N,morning,,2018,11
Unprovoked,australia,queensland,swimming,m,33.0,Y,evening,,2018,11
Unprovoked,egypt,nan,diving,m,,N,,whitetip,2018,11
Unprovoked,australia,western australia,surfing/bodyboarding,m,,N,morning,,2018,10
Unprovoked,usa,florida,surfing/bodyboarding,f,,N,afternoon,,2018,10
Unprovoked,usa,florida,surfing/bodyboarding,m,29.0,N,,,2018,10
Unprovoked,usa,california,diving,m,,N,morning,great white,2018,10
Unprovoked,australia,new south wales,surfing/bodyboarding,m,50.0,N,morning,bull,2018,10
Unprovoked,new zealand,north island,surfing/bodyboarding,m,25.0,N,evening,great white,2018,10
Unprovoked,usa,florida,surfing/bodyboarding,f,,N,morning,spinner,2018,10
Unprovoked,usa,california,diving,m,13.0,N,morning,great white,2018,9
Unprovoked,australia,northern territory,,m,17.0,N,afternoon,bull,2018,9
Unprovoked,bahamas,abaco islands,dive fishing,f,32.0,N,afternoon,blacktip,2018,9
Unprovoked,jamaica,st. marys parish,dive fishing,m,43.0,Y,,,2018,9
Unprovoked,australia,queensland,swimming,f,12.0,N,afternoon,,2018,9
Unprovoked,australia,queensland,swimming,f,46.0,N,evening,,2018,9
Unprovoked,usa,massachusetts,surfing/bodyboarding,m,26.0,Y,afternoon,great white,2018,9
Unprovoked,usa,florida,surfing/bodyboarding,m,39.0,N,afternoon,,2018,9
Unprovoked,usa,hawaii,SUP/foiling,m,23.0,N,morning,tiger,2018,9
Unprovoked,usa,florida,surfing/bodyboarding,m,65.0,N,morning,,2018,9
Unprovoked,bahamas,nan,diving,m,,N,,lemon,2018,8
Unprovoked,usa,california,swimming,m,14.0,N,evening,,2018,8
Unprovoked,bahamas,abaco islands,dive fishing,m,29.0,N,,reef,2018,8
Unprovoked,usa,north carolina,surfing/bodyboarding,m,14.0,N,morning,,2018,8
Unprovoked,italy,"chieti, province",swimming,m,24.0,N,,,2018,8
Unprovoked,bahamas,abaco islands,wading,f,56.0,N,morning,nurse,2018,8
Unprovoked,usa,massachusetts,swimming,m,61.0,N,afternoon,great white,2018,8
Unprovoked,usa,texas,dive fishing,m,42.0,N,morning,bull,2018,8
Unprovoked,usa,north carolina,wading,m,16.0,N,,blacktip,2018,8
Unprovoked,usa,north carolina,wading,f,,N,morning,,2018,8
Unprovoked,egypt,nan,swimming,m,42.0,Y,afternoon,tiger,2018,8
Unprovoked,usa,florida,surfing/bodyboarding,m,14.0,N,,,2018,7
Unprovoked,usa,new york,surfing/bodyboarding,m,13.0,N,afternoon,tiger,2018,7
Unprovoked,usa,new york,wading,f,12.0,N,morning,tiger,2018,7
Unprovoked,usa,florida,wading,m,17.0,N,afternoon,,2018,7
Unprovoked,usa,florida,surfing/bodyboarding,m,30.0,N,afternoon,,2018,7
Unprovoked,usa,florida,surfing/bodyboarding,m,14.0,N,morning,,2018,7
Unprovoked,bahamas,the exuma cays,swimming,f,19.0,N,,nurse,2018,7
Unprovoked,usa,south carolina,surfing/bodyboarding,f,11.0,N,afternoon,,2018,7
Unprovoked,usa,georgia,wading,f,11.0,N,afternoon,,2018,6
Unprovoked,australia,new south wales,surfing/bodyboarding,m,,N,,,2018,6
Unprovoked,australia,new south wales,surfing/bodyboarding,m,,N,,,2018,6
Unprovoked,brazil,pernambuco,swimming,m,18.0,Y,afternoon,tiger,2018,6
Unprovoked,egypt,nan,diving,m,,N,,whitetip,1018,6
Unprovoked,usa,florida,wading,m,15.0,N,evening,bull,2018,5
Unprovoked,usa,florida,wading,m,12.0,N,afternoon,,2018,5
Unprovoked,usa,south carolina,surfing/bodyboarding,m,10.0,N,,,2018,5
Unprovoked,usa,south carolina,swimming,m,10.0,N,afternoon,,2018,5
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,,N,morning,,2018,5
Unprovoked,thailand,hua hin,swimming,m,,N,,,2018,4
Unprovoked,costa rica,cocos island,diving,m,30.0,N,morning,tiger,2018,4
Unprovoked,australia,western australia,surfing/bodyboarding,m,,N,afternoon,,2018,4
Unprovoked,australia,western australia,surfing/bodyboarding,m,60.0,N,morning,,2018,4
Unprovoked,australia,western australia,surfing/bodyboarding,m,,N,afternoon,great white,2018,4
Unprovoked,maldives,alifu alifu atoll,fishing,m,32.0,N,night,tiger,2018,4
Unprovoked,south africa,western cape province,small watercraft,m,33.0,N,morning,great white,2018,4
Unprovoked,usa,hawaii,surfing/bodyboarding,m,29.0,N,,,2018,4
Unprovoked,thailand,hua hin,swimming,m,54.0,N,,bull,2018,4
Unprovoked,australia,western australia,surfing/bodyboarding,m,41.0,N,,,2018,4
Unprovoked,australia,western australia,surfing/bodyboarding,m,37.0,N,morning,,2018,4
Unprovoked,bahamas,new providence,surfing/bodyboarding,m,,N,morning,tiger,2018,4
Unprovoked,new caledonia,nan,SUP/foiling,m,17.0,N,evening,,2018,4
Unprovoked,bahamas,nan,swimming,m,12.0,N,evening,bull,2018,4
Unprovoked,south africa,eastern cape province,surfing/bodyboarding,m,19.0,N,afternoon,great white,2018,4
Unprovoked,usa,hawaii,SUP/foiling,m,25.0,N,morning,tiger,2018,3
Unprovoked,australia,western australia,wading,m,10.0,N,evening,wobbegong,2018,3
Unprovoked,australia,victoria,swimming,m,69.0,N,afternoon,,2018,3
Unprovoked,australia,victoria,surfing/bodyboarding,m,18.0,N,morning,,2018,3
Unprovoked,south africa,kwazulu-natal,diving,m,38.0,N,,blacktip,2018,2
